6.9	12.5
12.6	11.5
21.6	9.2
32.8	8.7
52.9	7.2
78.1	2.8
99.5	0.1
128.5	-4.8
161.7	-4.8
193.3	-2.48
219.2	1.32
282.7	2.44
399.7	3.6
499.3	5.82
647.6	5.92
812.6	3.87
1036.7	0.3
1257	1.4
1397	5.6
1572.1	6.3
1744.8	14.9
2078.8	17.1
2731.9	16.9
3770.6	16.3
5132	16.2
6791.7	15
8740	16.1
10936	16.6
15415	15.5
19977	15.6
26253	14.7
